﻿id,Tweet,Dialect
264,"""هذا جنون لان الكاتشاب يتحط علي البطاطس موش علي اليد ه""",Tunisian
265,"""اظن نجم الدين علي يسارك موش يمينك هو علي يمين الصوره""",Tunisian
266,"""خاترهم هوما بيدهم موش متربين""",Tunisian
267,"""وي نوري فيك علاش شركه كيف هكه تفلس وخدماتها خايبه مسءول روكريتمون والله مكرتش في الباك ويصلي في الجامع معناها البيرو فارغ الصوناد عمرها ما كانت كان يقص الماء اما موش بالصفه هذي ا ناس كل مواقفه الي الشيء زاد بالتوالي بعد كيف النهضه شدت الحكم""",Tunisian
268,"""موش عاطفه يا حمدي انا نحكيلك فاكت واحد مالمسوليين علي الانتدابات في الصوناد ما خذاش الباك ولد حومه صفر كفاءه الكفاءه الوحيده نهضاوي ومواصب علي الصلاه في الجامع""",Tunisian
269,"""تنجم تقول اما موش هاذي الاجابه""",Tunisian
270,"""فمه حاجه ناقصه كان موش برشه حوايج كي تتذكر الباجي تحس الي انتي كنت راكب وجابولك في بلاصتها""",Tunisian
271,"""الي مانيش فاهموا موش انو فمه شكون يدعم القروي خاطروا تفرج فيه يعمل في الخير ويعاون في الزواوله الي مانجمتش نفهموا هو فمه شكون يدعموا حتي بعد ماسمع التسجيلات والسبان والتخطيط لتشويه الاشخاص باستعمال القناه""",Tunisian
272,"""مترشح موش مضمون في رءاسيات ما هي مواصفاته""",Tunisian
273,"""بربي نحب نعيش قصه حب عميقه قداش نحفر من ميترو بالظبط""",Tunisian
274,"""التوانسه عاملين فيها مصدومين خاطر الشاهد طلع عنده الجنسيه الفرنسيه قداش شعب منافق علي اساس اللي عندهم جنسيه تونسيه و شادين مناصب كبيره ماهمش كلاب لفرنسا اعطيكم حاجه تحكيو فيها و كهو تقشقيشحنك تونس يوسفالشاهد""",Tunisian
275,"""الله يهدي هالشعوب قداش صبرت عليهم""",Tunisian
276,"""و متاع قداش باش تخرج النتاءج و ترضي عليا""",Tunisian
277,"""شكون يعرف قداش من ساحلي مرشح روحو للانتخابات الرءاسيه""",Tunisian
278,"""يا صخطه قداش نحبك""",Tunisian
279,"""الي الزبيدي الجاهل بالقانون الرءيس لا يرجع الماء لا يعاون الزواوله وزاره الفلاحه و الشءون الاجتماعيه لواش حاطينها يضحكني قداش رجل سخيف""",Tunisian
280,"""صباح النور اذا ثمه مشكله للمرا من قداش من سوري متتعممش ب تاق علي كل السوريين الي في مصر ثمه قانون بنصفها""",Tunisian
281,"""رجعتني قداش من عام لتالي""",Tunisian
282,"""عندك الحق عندي قداش نحب نسافر و ما سهلش ربي و الخنقه ماشيه و تزيد""",Tunisian
283,"""مصب زبله مركز تجميع و رسكله الزبله قداش يلزمها اعتمادات قداش توفر مواطن شغل قداش بش تربحنا فلوس في العقود الجايه لو نحسبو تكاليف علاج الامراض الي تجي مع الرواءح ومع الناموس قداش بش تجنبنا خساره اراضي فلاحيه و غابيه""",Tunisian
284,"""شوف هالناس قداش متحضرين ويوسعو في بالهم ويحكيو معاه بكل تربيه""",Tunisian
285,"""شويه من الله و شويه من عبد الله المعتمد يقوللهم خلصوا الي فات و اقسموا الفاتوره بين درا قداش من دار ونسيبولكم الماء متاع السباله العموميه الناس زادا ما حبتش هالحل""",Tunisian
286,"""بعد طرح التسليه اللي قدمتو اللومي اليوم في موزاييك للمستمعين يظهرلي ثمه شكون باش يتحير عليه الشي""",Tunisian
287,"""الدنيا كي تضيق بيك راهي تعلم فيك شكون يحبك و شكون ينافق فيك""",Tunisian
288,"""ترجمه هي جنسيه شكون المتحذلق الي خلق مصطلح جنسيه المشتق من جذر ج ن س و لصقهالنا في مخاخنا انها مرادف لمصطلح هذا لكل بش نقزو مصطلح معوج اخر اسمو القوميه لانو عندو ابعاد ايديولوجيه زادا اصدقاءنا الي يفهمو في اللسانيات نورونا بالله""",Tunisian
289,"""سبحان الله من هو الارهابي كانوا عايشين بخير تحت حكم الوفاق لما جاء من من يقاوم الارهاب قتلهم شكون الارهابي""",Tunisian
290,"""شكون""",Tunisian
291,"""واحد رن تلفونه هز قال شكون معايا قاتلو انا ميسا من سوسه قالها انت مءيسه من سوسه بركهانا مءيس من تونس الكل صفا تصبحونعليسعاده""",Tunisian
292,"""لحظه نقل ارهابيين من سوسه الي تونس احد اهاليهم يطمءنهم هاني كلمت سمير زعمه شكون سمير سمير ديلوباش ينظم الامور مع الاخ نور الدين البحيري""",Tunisian
293,"""انتي شكون حتي تكلمني""",Tunisian
294,"""كيف تسال مواطن بسيط خضار شكون شتنتخب شكون شيمثلك و يدافع عليك مثلا و يقلك ننتخب حمه و الحزب متاعو الجبهه الشعبيه تحس الموقف موقفين و تقوم تحاول تقنعو بالراي الموحد السليم بانتخاب النهضه حزب ستالينشغنوشي""",Tunisian
295,"""بربي شكون عندو نيمرو يكلمهم يقلهم راكم نسيتوا الماء محلول صفا""",Tunisian
296,"""اليوم عرفت اللي الشاهد عندو الجنسيه الفرنساويه و سعيد العايدي امو فرنساويه شكون زاد""",Tunisian
297,"""تتواصل فضاءح الهمامي لازم يتم منعو من الترشح للرءاسه بداها تدليس من قبل ما يقول بسم الله شكوندلس""",Tunisian
298,"""محمدعبو الان علي الحوار نحتاج رءيس جمهوريه ماعندوش شكون يسالو فلوس نحتاج رءيس جمهوريه ماعندوش قضايا جزاءيه هناك سياسيون مكانهم الطبيعي في المرناڤيه لا الترشح الي قرطاج""",Tunisian
299,"""العجزوزه هازها الواد وهي عامله سيت وابوضحولنا حكايه الخطايا و شكون مازال شاكي بينا و منين باش تجيبو الفلوس للعام الجاي""",Tunisian
300,"""توا ربي خيرنا بين الخير والشر موش هكا ويعرف مسبقا شكون مش يختار الخير وشكون مش يختار الشر ينجمشي واحد يعرفو ربي اللي هو مش يختار الشر يفصع بيه ويختار الخير اذا ينجم معنتها ربي كان غالط واذا ما ينجمش معنتها البشر لا يختار لا سيدي زكري ها ضاك هو""",Tunisian
301,"""اوريدو والتيليكوم الزوز يحبوني نخلص متاع الابتداءي بالتليفون بصراحه وليت نخمم فيها اما المشكل انو ماعنديش شكون يقرا ابتداءي""",Tunisian
302,"""و مبعد يجي شكون يقلك ماناش نبهرو في العالم تحيه لاولاد الكرم موش غريب عليهم الجو هذا ه""",Tunisian
303,"""ثمه شكون مشي عندو برشه""",Tunisian
304,"""الهيءه كيكست كيكست و مبعد نشرت تزكيات النواب متخبيه وراء حمايه المعطيات الشخصيه ياخي طلع منهم شكون زكي زوز و شكون زكي و ما فيبالوش بالطبيعه الهيءه كان ما نشرتش كانت باش تخاطب النواب و تثبت و تعاقب""",Tunisian
305,"""صباح النور شكون يتذكر اول انتخابات نزيهه و شفافه شارك فيها انا نتذكر في الابتداءي كانت فما انتخابات ممثلي الاقسام الي ربح فيها ولد المعلمه صفا""",Tunisian
306,"""شكون زكات""",Tunisian
307,"""انا نحب غول افريقيا وانت شكون""",Tunisian
308,"""زعمه شكون ال متاعو ظاهر فيه كلاعبي كاسح""",Tunisian
309,"""شكون يعرف قداش من ساحلي مرشح روحو للانتخابات الرءاسيه""",Tunisian
310,"""بلاهي فسرلنا شكون باش يخدم معاك في مجلس النواب مع شكون باش تتحالف ونتي معندكش نواب""",Tunisian
311,"""شكون يعرف رقم يكلمهم بربي يقوللهم اليوم راكم نسيتوا الماء محلول""",Tunisian
312,"""في مناظره بين سيف الدين مخلوف و عبير موسي هو انا لا اصافح النساء هي انا ضد المساواه الكليه بين المراه و الرجل شكون منهم داعش يا دينت السما""",Tunisian
313,"""علي الاقل فما شكون ينورلنا وجوهنا""",Tunisian
314,"""شكون اللي يطبل""",Tunisian
315,"""ياخي شكون هذا نصيف زيتون""",Tunisian
316,"""شكون الناصر منين طلع هذا""",Tunisian
317,"""نظم جنازه انجاز عظيم بصراحه ه شكر الله سعيكم اما حدك حد جنازه لازم نقولولو نزيدو نطلعوه رءيس بالكشي كل نهارين باش نظمو جنازه في تونس نحنا ه هو بالرسمي نظم الجنازه هذيكا فما شكون مصدقين بروتوكلات موجوده غير ماماتش عنا قبل رءيس باش نشوفوها هاي جات فرصه يعطيه الصحه يزي""",Tunisian
318,"""شكوندلس الحقيقه متاع ربي كل شء مدلس في تونس""",Tunisian
319,"""الزبيدي سكر من زبيبه قالك خمسه نقاط يعطيك وهف شكون دبر عليك الزبيدي الانتخابات""",Tunisian
320,"""بعد البجبوج يرحمه وينعمه نتصور الزبيدي هو الوحيد اللي ينجم يطلعلنا شكون قتل شكري الواعر كيف ما يقول الدكتور يرحمه كان لاممهم من كراع الكلب هع""",Tunisian
321,"""شنوه خمس نقاط فينهم الخمس النقاط علاش خمسه لواش النقاط ممكن رابط شكون زبيدي""",Tunisian
322,"""احزاب عندها عامين تحظر في برامج و فما شكون رقد و صبح و خرج برنامج منقلو علي غيره""",Tunisian
323,"""باكثر جديه المره هذي بجاه اللي يعز عليكم فما شكون ينجم يفسر لزبي وينهم القحاب""",Tunisian
324,"""ما نيش من انصارها لكن عنا برشا شكون البصقه شويه فيه""",Tunisian
325,"""كان لقيت روحك مزكي مرشح في الانتخابات الرءاسيه و انتي ما زكيت حد هبط خلي نعرفو شكون المزورين و نفضحوهم وحط الهاشتاق شكوندلس وكان تحب تشكي تلقاو هوني رابط لنموذج شكايه و بش تثبت من وجود اسمك في التزكيات""",Tunisian
326,"""شوفوا رواحكم شكون زكيتو""",Tunisian
327,"""بالله شنوه ال الي نعملو باش نعرف روحي شكون زكيت""",Tunisian
328,"""نشاله تكون جاده في المطالبه بحقك لازم تشد صحيح ما تخليهمش يخدمو بيك وباسمك حاجه اخطر من هكه فما التصحيحيه التوقيع مع رقم البطاقه شكون صحح في بلاصطك المساله خطيره برشا""",Tunisian
329,"""شكون هذي باين تكرهك برشا""",Tunisian
330,"""شنوا هذا شكون يحبني اليوم""",Tunisian
331,"""انا جاتني صفحه لحمه الهمامي وقيس السعيد في الايام الاخيره عاملين تزكيات الكترونيه الباقي منعرش شكون الحق""",Tunisian
332,"""حمه الهمامي جمع التزكيات الكترونيا وحطها سبونسوريزي ع الفيسبوك يعني عادي يلمدهم فيسع فورميلار عمر وتعدا مش كيف عباد تلمد في الشارع مش كيف ساهل مسهله وبعد الامضاء شكون باش يلوج عليه صحيح والا""",Tunisian
333,"""قتلك يا مريم راو من اول ما اختارت السعوديه تونس للمشاركه معها في طريق مكه الدوله العربيه الوحيده هذاكه علاش ثمه شكون جند ذباب الكتروني باش يعمل فتنه اما توانسه وسعوديين اذكي بحول الله من فتنهم كان توانسه بربي خليهم يردو علينا بالتونسي ترا""",Tunisian
334,"""شكون لبهيم الي عامل التاق""",Tunisian
335,"""يعني انا فما شكون نسالو مليون معقول اما الصراحه ماتعنيليش لفلوس حتي حاجه""",Tunisian
336,"""بربي كان فمه شكون يعاودلنا الثوره بال نشوفو الغلطه وين بالظبط""",Tunisian
337,"""سءال تقني بربي شكون جاء الاول المراه الريفيه و الا المڨوشين الكرز اللي عندهم وعي طبقي اكثر من ماركس نفخان""",Tunisian
338,"""صحيح وما نلومش علي شكون ذاقها مره ولقاها منتنه لاني ما تغسلتش مليح وكي ما يلزميعني كرهوه فيها""",Tunisian
339,"""مرقه حلوه بالمشماش و العوينه و اللوز الايبض و بالطبيعه بالعلوش تنجم تزيد الزبيب و تحطلها السكر فما شكون يحط زادا العسل الفن في السكر بنينه مش نرمال""",Tunisian
340,"""شكون هذا""",Tunisian
341,"""شكون مازال يصدق""",Tunisian
342,"""الي مانيش فاهموا موش انو فمه شكون يدعم القروي خاطروا تفرج فيه يعمل في الخير ويعاون في الزواوله الي مانجمتش نفهموا هو فمه شكون يدعموا حتي بعد ماسمع التسجيلات والسبان والتخطيط لتشويه الاشخاص باستعمال القناه""",Tunisian
343,"""انتي دافع علي شكون ولد بلادي الراجل داخل للبريفي عندي قلي انتي كافره مازلت انا باش نحلل ابليس او بلبيس او ش بيك""",Tunisian
344,"""اي انتي تحكي مع شكون يعني انتي تونسيه""",Tunisian
345,"""باش الواحد يعرف روحو لشكون باش يصوت في صوره ما اذا لازمنا نعرفو شكون ممكن تكون سيده تونس الاولي الي حد الان ما نعرف كان زوز مدام ساميه عبو و مدام راضيه النصراوي بالنسبه للمترشحات ما يهمنيش شكون راجلها علي خاطر اكيد لا يحك لا يصك""",Tunisian
346,"""المشكل في عيد اسلام داخل يحكي ويضحك علي اساس الراجل عارفني وبعد يحكم ويكفر يشوف الرد وبعد نعمل بلوك حتي يفهم مع شكون يحكي""",Tunisian
347,"""شكون حسن الدس""",Tunisian
348,"""مادام عنا شكون يلعب بالماء و الضوء و الامن قبل كل موسم انتخابي ماعناش لا ديمقراطيه لا عمار بزور اعملوا حملاتكم الانتخابيه دون مس من حياه الناس و دون تدمير ما تبقي من مكتسبات البلد يهديكم""",Tunisian
349,"""اكيد نحنا شعب واحد""",Tunisian
350,"""خطرنا علي بالك خطرنا يا هوا كان مالنا و مالك نحنا يا هوا لا بعمرنا هوينا و لا شاهدت عينينا طيفك يا هوا""",Tunisian
351,"""ه معقول انتي كماان ولك ما عاش اللي يسكر حساباتنا هن يسكروا ونحن نفتح ولو نحنا جيش الهيفاهولكس""",Tunisian
352,"""اليسا مرحبا ارجوك وراكي جيش مستحيل نتخلي عنك و لا انت تتخلي عننا نحنا واحد و انت صديقه الكل بكلامك و صوتك و شخصيتك كلنااليسا اليسا""",Tunisian
353,"""شو دخل الرقه بالاكل انتو فهمانين الانوثه غلط و بعدين اللي عم يطبخوا عمك براك و الا شو اسمه ما يجي شي قدام اللي بنعملوا نحنا و خليكي انت كيكه يا كيكه""",Tunisian
354,"""لاسيد لا مسيود لا ظالم لا مظلومنحنا جيل بناه معمر واللي يعادينا يدمر شعارات جوفاء واهيه دمرت بلدا عظيما بعد ظلم كبير وامن شكلي""",Tunisian
355,"""نظم جنازه انجاز عظيم بصراحه ه شكر الله سعيكم اما حدك حد جنازه لازم نقولولو نزيدو نطلعوه رءيس بالكشي كل نهارين باش نظمو جنازه في تونس نحنا ه هو بالرسمي نظم الجنازه هذيكا فما شكون مصدقين بروتوكلات موجوده غير ماماتش عنا قبل رءيس باش نشوفوها هاي جات فرصه يعطيه الصحه يزي""",Tunisian
356,"""صوره اليوم في القصر لموا بعضهم وقالوا نكرموا بعضنا والبرانيه علي برا مفم حد خارج الوسط متاعهم زيتهم في دقيقهم و كان لبلاد ملكهم وحدهم بمعني هم درجه اولي مواطنين اخرين درجه ثانيه و نحنا لا درجه لنا و الكل تحت رايه الدوله الحديثه الموهومه تخريفاخرليل""",Tunisian
357,"""يهديه نحنا قاعدين المصايب تنزل وحده علينا""",Tunisian
358,"""لا لا يعرفو صدقني اما نحنا نحكيو كل شيء يعني نفضحو الفساد ومنرحموش لا ملك ولا راءيس حتي في رواحنا وهذا يقلقهم برشا هذا الصحيح""",Tunisian
359,"""الموضوع حمزه اكبر فيبالهم نحنا كفار يعني حكمو علينا وسيفيني""",Tunisian
360,"""م دايرين نوريك ويجينا حظك ف التلفونات تاني""",Tunisian
361,"""والله حشمتني جاري""",Tunisian
362,"""وزير الداخليه فقط مجبر اغلب الوزراء بعد حافظو علي التقليد ما عدي الجبالي مثلا و النكته فما وزير داخليه بل زوز ما حبوش علي دار و مبعد طلعت فضيحه""",Tunisian
363,"""و مبعد يجي شكون يقلك ماناش نبهرو في العالم تحيه لاولاد الكرم موش غريب عليهم الجو هذا ه""",Tunisian
364,"""الهيءه كيكست كيكست و مبعد نشرت تزكيات النواب متخبيه وراء حمايه المعطيات الشخصيه ياخي طلع منهم شكون زكي زوز و شكون زكي و ما فيبالوش بالطبيعه الهيءه كان ما نشرتش كانت باش تخاطب النواب و تثبت و تعاقب""",Tunisian
365,"""انت تستاهلي قصعه كسكسي و معاهم بوسه علي جبينك خدك هذاك تو مبعد""",Tunisian
366,"""لا شارج عندك ريزو توا اسمع احكي بريفا""",Tunisian
367,"""توا دخلت لدار""",Tunisian
368,"""يا حسره الكلام هاذا وفات صلاحيتو بعد نتيجه انتخابات توا لاعاد يفيد لا و لا النمط التونسي و لا المليون مرا الي انتخبوا الباجي و لا هم يحزنون""",Tunisian
369,"""المرحوم كان فرنساوي توا ظهرلو بش يصارح الاموات""",Tunisian
370,"""غلبك بالكلام توا هذا كلام اصلا شوف من الاخر انا ضد المثليه وحقوق المثليه وكلامي معاه كان للمساعده للعلاج وليس حرب ومن فاز في الاخر كلام فارغ مجرد الكلام في الموضوع هوا للعلاج ولبس الاعتراف بوجوده واضن انه من حقي هذا لا اقبل بالمثليه""",Tunisian
371,"""مهدي جمعه الي يخدموا في تونس خاصه في الشان العام الكل وقع تشويههم يزينا من شوهوني شوهونيانجموا توا نتعداو لحاجه اخري""",Tunisian
372,"""بورجوليه لازمنا من توا نخمموا في علم لدوله يرحم خليل كان فما افكار يا شباب وريونا""",Tunisian
373,"""توا ربي خيرنا بين الخير والشر موش هكا ويعرف مسبقا شكون مش يختار الخير وشكون مش يختار الشر ينجمشي واحد يعرفو ربي اللي هو مش يختار الشر يفصع بيه ويختار الخير اذا ينجم معنتها ربي كان غالط واذا ما ينجمش معنتها البشر لا يختار لا سيدي زكري ها ضاك هو""",Tunisian
374,"""توا شنوه يا اميمه تلز فينا""",Tunisian
375,"""والله غريبه توا تعدات كرهبه سامبول مكريه و موش حاطه اوه يا عالم""",Tunisian
376,"""سي محمد عبو توا نعملوا في حمله ونقطعوا في رواحنا باش تربح و تطلع تتفرج في ماتش كيف متاع اليوم لا بطلت""",Tunisian
377,"""زيدهم الحشمه من الكبير توا معادش اقدرو لا كبير ولا صغير""",Tunisian
378,"""عليك قصه تحرش اكيد ندمو توا""",Tunisian
379,"""عقبالك من توا""",Tunisian
380,"""نسمع في منجي الرحوي توا في الحوار تي هاو في برنامجو يحب يطيح في الاداءات و الضراءب لكل ه السيد ولا ليبيرالي بالقوي فهم اللي الوعود المڨوشه ما تجيب شيء دورها وعود ليبيراليه انتخبوني برك ه""",Tunisian
381,"""جميله كانت لعند اعدادي كن اصدقاء وتحب صدقتي وفي واحد ضايق فيه تكلم في نشلاط فيه وهي تزوجات ماعش ناشوف فيه جوها تمام وشاب لي ضربتو عليا خاطرها مزال لعند توا قعد ناشوف فيه وكرهني""",Tunisian
382,"""البارح احنا نجريو في الدخله اوطوروط اللجم بتحديد مزلنا كي خارجين من المنصوره و شدنا الرادار مع حكايه السته متع العشيه الحرس قال لخويا بالحرف الواحد انت توا انت حرقت السرعه يا تتعدالك مختلفه و ما""",Tunisian
383,"""قبل فجر مزلت قعد عليا بوبجي توا""",Tunisian
384,"""توا سليم الرياحي بش يعمل حمله انتخابيه بال""",Tunisian
385,"""تحكي علي نساء تمارس الجنس مع خنازير وابل الخليج والشرقايجا لتونس توا تكتشف تسونامي متع متعه جنسيه الله جعل المتعه الجنسيه عند المراه اقوي واعمق لكي تكون وسيله ضغط للرجال علي المراه فحولها الخنازير والابل الي ممارسات شاذه وعذاب للمراه فاصبح الهجران راحه ومتعه للمراه""",Tunisian
386,"""و امي بعيده علينا مشاتلهم و بدات تحكي معاهم قالتلهم انتوما وجه البلاد و برشا كلام حلو و ممبعد امي فاحت فيا قاتلي علاش تتكولف كان حجرك توا""",Tunisian
387,"""وحده تسب في ربي في يجي سي لحاس يقلها وسع بالك عشيرتي فهمتو توا علاه فما شهيلي في الليل التلحيسلادينله""",Tunisian
388,"""زمان ديرو فيه بنات توا ما اظن ياعرفو ديروها""",Tunisian
389,"""دبر تهني اكاكا كان عملتها راك مترشح توا""",Tunisian
390,"""باهي ان مش راح نسال عليه انتي كان ما عش حكيتي عليه توا نعرفو انها""",Tunisian
391,"""توا تسلم بالبوس و التعنيق""",Tunisian
392,"""الخوانجيه في الحكم سنين توا شنوا ما عندهش مسءوليه فلي صاير""",Tunisian
393,"""بمناسبه يوم المراه باش نقلكم سر و ان شاء الله ما نندمش المرا عندي انا هي الطفله المزيانه اللي ريتها في التصاور عام و اللي تقرا في الجامعه التونسيه نعرف انها توا في عمر جدايا حبيبه اما حبيت نقلكم""",Tunisian
394,"""شهوه العيد الوحيده الي طلبتها توا هي المروزيه""",Tunisian
395,"""توا شوف لك امير شن تبيه خليجي""",Tunisian
396,"""اي توا انا كي رجعت عليه رتحت وسافا""",Tunisian
397,"""وي""",Tunisian
398,"""وي نوري فيك علاش شركه كيف هكه تفلس وخدماتها خايبه مسءول روكريتمون والله مكرتش في الباك ويصلي في الجامع معناها البيرو فارغ الصوناد عمرها ما كانت كان يقص الماء اما موش بالصفه هذي ا ناس كل مواقفه الي الشيء زاد بالتوالي بعد كيف النهضه شدت الحكم""",Tunisian
399,"""وي سهلتها عليك اما انت ذكيه لحقيقه برافو""",Tunisian
400,"""باهي البحث يجيب""",Tunisian
401,"""باهي وبنات العايلات وينهم""",Tunisian
402,"""يا محمد يا باهي ما تقليش انت من غادي""",Tunisian
403,"""ايا باهي يعني تو رءيس الحكومه ماعادش فرانساوي بون شخصيا عندي بعض التحفظات علي موضوع منع حاملي جنسيه ثانيه من تحمل مسءوليه كبري في الدوله عدم حمل جنسيه ثانيه لا يعني الاستقلاليه و لا""",Tunisian
404,"""باهي باهي""",Tunisian
405,"""الي يحب الممو يسهر الليل بكلو باهي السهريات و سهرناهم و الممو وينو تو""",Tunisian
406,"""الحب في تونس باهي غير لبنات هلكوه بايجا اخطبني""",Tunisian
407,"""الله براد الشاهي وتقعميزه في الهواء وهدرزه مع من والا بلاش حتي ابروحك باهي""",Tunisian
408,"""الظلم مش باهي""",Tunisian
409,"""طويل برشا ساعتين ونص وما فماش حكايه تشد اما لعباد حطلهم ديكابريو وبراد بيت وتارنتينو بسيف باش يقولو باهي""",Tunisian
410,"""مش باهي الكبي""",Tunisian
411,"""نتربجو بيه باهي زاده""",Tunisian
412,"""الالبوم حاضر جونا باهي مشكلتي المده هاذي نتحرك برشا و جات مع وقت مهرجانات حتي كي نخطف روحي للاستوديو لازمني نبعث خدمه العباد لي معمله عليا ريتم كل جمعه تيتر في البروڨرام جيست نعدوا هالايامات""",Tunisian
413,"""محمد عبو جمع تزكيات مباشره معملش الكترونيممكن تلقاك شفت فورميلار متع متطوعين لخدمه الحمله الانتخابيه الوحيده الي تم نشرها الكترونيا اما مش للتزكيات حزب الورقه لحد الان مش مستوعبه وجوده في الساحهاما باهي التنوع والثغرات تجربه باهيه باش تزيد كل انتخابات نصلحو من الاخطاء الي تصير""",Tunisian
414,"""هدا والله ما يبي الا سوط باهي""",Tunisian
415,"""باهي ان مش راح نسال عليه انتي كان ما عش حكيتي عليه توا نعرفو انها""",Tunisian
416,"""علاش الاستنقاص هذا لعقل المراه و الكره مش كان اختصاص الرجال فمه برشا نساء يفهموا في الكره اكثر مالاولاد ويشجعوا جمعيات و جوهم باهي المراه بلاصتها ماهيش في الكوجينه برك و حتي الموجينه تدخلها بكيفها""",Tunisian
417,"""لاباس عليك""",Tunisian
418,"""ان شاء الله لاباس حيوته الشقيقه""",Tunisian
419,"""وين باش تلقي دغفه و لاباس عليها تي كلهم منتفين ارتاحوا""",Tunisian
420,"""تاكسيست تونسي مشا يخدم في لندن سالوه ما عندكش مشكله مع المقود علي اليمين التاكسيست السياقه لاباس اما المشكله ساعات نبزق في وجه الي راكب بجنبي""",Tunisian
421,"""رابطه ضحايا اغتصاب الترجي لمو بعضكم و اعملو جمعيه ه والي سوسه يسلم عليكم و قالكم لاباس قريب نرجع الترجي دوله""",Tunisian
422,"""خوله تحكي بالرسمي يابنتي ارجع شوف مواقفو يبخر بريحتهم جماعه النهضه وكان جاء عصفورهم راهو مدلل الراجل في القوانين كل ضدهم ومن مءسسين شبكه دستورنا الي تراقب دستوريه القوانين وكان من الاعضاء البارزين ضد قانون المصالحه""",Tunisian
423,"""استاذ القانون الدستوري قيس سعيد يقول اذا وصلت الي الحكم ساطبق الشريعه بالفلاقي اللي نقري فيه في الجامعه راهو كذب وتدجيل وتشقشيق احناك وها ضاك هو""",Tunisian
424,"""اليوم تقريبا عاودت تنضيف نفس البلاصه في الحي للاسف البرباشه مع الناس الي مهيش واعيه مع الريح و الاستعمال المفرط للبلاستيك حتي مكان يبقي نضيف اكثر من نهارين لو كنا متوطوعين فقط راهو الحي نضيف اكثر و راهو اليوم عملنا ما خير منيش باش نايس ولا نسلم غدوه خير""",Tunisian
425,"""ياحوثيين براس والديكم اقعدوا عاقلين راهو ضربه في منشاه نفطيه في السعوديه مشينا ڤزاز الميزانيه ماتحتملش الزياده في اسعار النفط""",Tunisian
426,"""لا في هذه اكيد عندك الحق اما حبيت نقلك تصور بنيه مالبنيات متاعنا غادي مولاها راهو يعوم مع القرش""",Tunisian
427,"""كان جاء مواطن عادي زور ورقه راهو تو في ڨلبو واحنا مترشحين لمنصب رءيس زوروا تزكيات وعادي وغدوه يحكمنا رءيس برتبه متحيل وسارق""",Tunisian
428,"""كان جاء مواطن عادي زور ورقه راهو تو في ڨلبو واحنا مترشحين لمنصب رءيس زوروا تزكيات وعادي غدوه يحكمي رءيس برتبه متحيل وسارق""",Tunisian
429,"""اصدقاءي الخبراء في الاقتصاد والماليه علاش عملنا تنميه فقط راهو ماهوش سءال سياسي والا حمله انتخابيه ضد الحكومه رانا في نفس الفلوكه والنتاءج فعلا محبطه""",Tunisian
430,"""ناس لي تشوف في صور ناس حلو بكل تكبد عليها راهو ياحطو في اجمال صور عندهم مافيش داعي طياح باوجك من اول""",Tunisian
431,"""يعني هو وزير الدفاع الحالي مكشفش عندو سنين في الوزاره باش يكشف كيف يطلع رءيس عنا مثل نقولوه كان جاء فالح راهو من بارح يعني لو عندو معلومات كان ينحم يفضحها وهو في الحكم كلها شعارات انتخابات لا اكثر لا اقل""",Tunisian
432,"""فما سكاتش متاع جاد المالح يحكي فيه اللي اغبي حيوان هو الحوته علي اساس من اول ما بدات البشريه تصطاد بنفس الطريقه ياكل الطعم في الصناره كيما الابله وحتي كان رجعوه للماء ما يوعيش اصحابه ويقوللهم راهو فخ ما تاكلوش""",Tunisian
433,"""تنويه لاصدقاءي السياسيين كان واحد صحافي مبتدء والا حتي ڤديم شويه صنفك وقال راك من العاءله البراغماتيه راهي شتيمه انا هاني نبهتكم لوجه الله راهو يقصد بلعوط وسارق وانتهازي ومتهرب من الضراءب وميحي مع الارياح""",Tunisian
434,"""بريق في الثقب الاسود عشره مرات معردينها اش فما خاءفين من يوم القيامه وحساب ربي عارفين ارواحكم مخمجينها معاه ومع عباده كان فما ثقب اسود راهو الاعلام العربي الي كيفكم وانشالله يجيه بريق من الوعي وصحوه الضمير""",Tunisian
435,"""الي مازال يقلي عرس و جيب الصغار نضربو راهو""",Tunisian
436,"""نفس الطبيب كان جا في تونس راهو خرج يتشكي من قله الامكانيات في المناطق الداخليه""",Tunisian
437,"""الامريكان مرات عندهم الحق في اللي ايديرو فيه فينا راهو اسنين حاكمهم اوباما والقذافي كل يوم يدل فيهم ويقول نفتخر بي ابننا الاسمر الذي حكم امريكيا""",Tunisian
438,"""حمزه غلط معايا راهو افهم وانا مانعرفوش""",Tunisian
439,"""لعني جاري راهو وانا اصلا مانعرفوش""",Tunisian
440,"""نظريه المءامره سيطرت علي المشهد الاعلامي في تونس يعني يوسف الشاهد في نفس اليوم يعطي تعليمات للديوانه باش تفتش""",Tunisian
441,"""حمه ولد الشعب حوار مع رجل من الزمن الجميل اهلا عم بلقاسم اشنحوالك عم بلقاسم لا باس يا سي علي هاني ها النه""",Tunisian
442,"""شبيه القضاء ما يخدم كان في الدقيقه تسعين و هل كان باش يتوقف لو ما كانش مترشح""",Tunisian
443,"""كانك مغرومه بالسياسه موش مشكل كانك ما تحبش السياسه بلوك""",Tunisian
444,"""برشا يرشحوا في ارواحهم فماشي ما تخطفلهم ويتحصلوا علي الحصانه ويعملوا فيها شاطح باطح بينما فما طريقه اسهل برشا با""",Tunisian
